Timestamp,Algorithm,Size,Time_ms,,,,,,,,Sum:,34145910,,,
10/11/2025 22:21:57,Prim,8x8,5575,,,,,,,,,,,,
10/11/2025 22:22:05,Wilson,8x8,6254,,,,,,,,,,,,
10/11/2025 22:22:13,Kruskal,8x8,5841,,,,,,,,,,,,
10/11/2025 22:22:22,DFS,8x8,8484,,,,,,,,,,,,
10/12/2025 13:50:07,Kruskal,8x8,3676,,,,,,,,,,,,
10/12/2025 13:50:09,Wilson,8x8,2310,,,,,,,,,,,,
10/12/2025 13:50:13,DFS,8x8,3397,,,,,,,,,,,,
10/12/2025 13:50:16,Hunt & Kill,8x8,1975,,,,,,,,,,,,
10/12/2025 13:50:20,Prim,8x8,2826,,,,,,,,,,,,
10/12/2025 13:50:23,Aldous-Broder,8x8,2613,,,,,,,,,,,,
10/12/2025 13:50:28,DFS,8x8,4952,,,,,,,,,,,,
10/12/2025 13:50:35,Aldous-Broder,8x8,3912,,,,,,,,,,,,
10/12/2025 13:50:43,Hunt & Kill,8x8,7433,,,,,,,,,,,,
10/12/2025 13:50:48,Kruskal,8x8,4238,,,,,,,,,,,,
10/12/2025 13:50:52,Wilson,8x8,2628,,,,,,,,,,,,
10/12/2025 13:50:55,Prim,8x8,2795,,,,,,,,,,,,
10/12/2025 13:50:59,Kruskal,8x8,2870,,,,,,,,,,,,
10/12/2025 13:51:05,Hunt & Kill,8x8,4852,,,,,,,,,,,,
10/12/2025 13:51:09,Wilson,8x8,3450,,,,,,,,,,,,
10/12/2025 13:51:14,DFS,8x8,3714,,,,,,,,,,,,
10/12/2025 13:51:17,Aldous-Broder,8x8,2754,,,,,,,,,,,,
10/12/2025 13:51:23,Prim,8x8,3048,,,,,,,,,,,,
10/12/2025 13:51:28,Kruskal,8x8,4636,,,,,,,,,,,,
10/12/2025 13:51:32,Prim,8x8,2628,,,,,,,,,,,,
10/12/2025 13:51:40,DFS,8x8,6676,,,,,,,,,,,,
10/12/2025 13:51:44,Wilson,8x8,3532,,,,,,,,,,,,
10/12/2025 13:52:38,Aldous-Broder,8x8,2035,,,,,,,,,,,,
10/12/2025 13:52:42,Hunt & Kill,8x8,2826,,,,,,,,,,,,
10/12/2025 13:52:50,DFS,8x8,7445,,,,,,,,,,,,
10/12/2025 13:52:54,Aldous-Broder,8x8,2892,,,,,,,,,,,,
10/12/2025 13:52:57,Hunt & Kill,8x8,2479,,,,,,,,,,,,
10/12/2025 13:53:01,Kruskal,8x8,2679,,,,,,,,,,,,
10/12/2025 13:53:04,Prim,8x8,2219,,,,,,,,,,,,
10/12/2025 13:53:08,Wilson,8x8,4033,,,,,,,,,,,,
10/12/2025 13:53:13,Prim,8x8,3686,,,,,,,,,,,,
10/12/2025 13:53:19,Kruskal,8x8,4846,,,,,,,,,,,,
10/12/2025 13:53:27,DFS,8x8,7080,,,,,,,,,,,,
10/12/2025 13:53:39,Hunt & Kill,8x8,7757,,,,,,,,,,,,
10/12/2025 13:53:45,Wilson,8x8,4365,,,,,,,,,,,,
10/12/2025 13:53:49,Aldous-Broder,8x8,2696,,,,,,,,,,,,
10/12/2025 13:53:58,Hunt & Kill,8x8,8609,,,,,,,,,,,,
10/12/2025 13:54:35,Wilson,8x8,2523,,,,,,,,,,,,
10/12/2025 13:54:38,DFS,8x8,3105,,,,,,,,,,,,
10/12/2025 13:54:43,Kruskal,8x8,4225,,,,,,,,,,,,
10/12/2025 13:54:48,Aldous-Broder,8x8,4396,,,,,,,,,,,,
10/12/2025 13:54:51,Prim,8x8,2719,,,,,,,,,,,,
10/12/2025 13:54:56,Prim,8x8,3499,,,,,,,,,,,,
10/12/2025 13:55:02,Wilson,8x8,4338,,,,,,,,,,,,
10/12/2025 13:55:07,DFS,8x8,4600,,,,,,,,,,,,
10/12/2025 13:55:15,Aldous-Broder,8x8,5948,,,,,,,,,,,,
10/12/2025 13:55:18,Hunt & Kill,8x8,2837,,,,,,,,,,,,
10/12/2025 13:55:23,Kruskal,8x8,4398,,,,,,,,,,,,
10/12/2025 13:55:28,Aldous-Broder,8x8,4119,,,,,,,,,,,,
10/12/2025 13:55:38,Hunt & Kill,8x8,7687,,,,,,,,,,,,
10/12/2025 13:55:42,Prim,8x8,3273,,,,,,,,,,,,
10/12/2025 13:55:47,DFS,8x8,3562,,,,,,,,,,,,
10/12/2025 13:55:52,Wilson,8x8,3625,,,,,,,,,,,,
10/12/2025 13:55:56,Kruskal,8x8,3247,,,,,,,,,,,,
10/12/2025 13:56:01,Kruskal,8x8,4334,,,,,,,,,,,,
10/12/2025 13:56:37,Hunt & Kill,8x8,5186,,,,,,,,,,,,
10/12/2025 13:56:39,Wilson,8x8,2716,,,,,,,,,,,,
10/12/2025 13:56:45,Aldous-Broder,8x8,4619,,,,,,,,,,,,
10/12/2025 13:56:50,Kruskal,8x8,3085,,,,,,,,,,,,
10/12/2025 13:56:53,Prim,8x8,3038,,,,,,,,,,,,
10/12/2025 13:56:59,DFS,8x8,5659,,,,,,,,,,,,
10/12/2025 13:57:04,Hunt & Kill,8x8,3620,,,,,,,,,,,,
10/12/2025 13:57:09,Kruskal,8x8,4757,,,,,,,,,,,,
10/12/2025 13:57:24,Prim,8x8,5123,,,,,,,,,,,,
10/12/2025 13:57:29,Wilson,8x8,3714,,,,,,,,,,,,
10/12/2025 13:57:36,DFS,8x8,6426,,,,,,,,,,,,
10/12/2025 15:38:12,Kruskal,8x8,10158,,,,,,,,,,,,
10/12/2025 15:38:34,Hunt & Kill,8x8,7195,,,,,,,,,,,,
10/12/2025 15:38:52,Prim,8x8,9557,,,,,,,,,,,,
10/12/2025 16:35:32,Wilson,8x8,5968,,,,,,,,,,,,
10/12/2025 16:36:43,Hunt & Kill,8x8,7096,,,,,,,,,,,,
10/12/2025 16:36:49,Kruskal,8x8,3321,,,,,,,,,,,,
10/12/2025 16:36:59,Hunt & Kill,8x8,3187,,,,,,,,,,,,
10/12/2025 16:37:12,DFS,8x8,2832,,,,,,,,,,,,
10/12/2025 16:37:17,Kruskal,8x8,4075,,,,,,,,,,,,
10/12/2025 16:37:26,Hunt & Kill,8x8,8360,,,,,,,,,,,,
10/12/2025 18:53:32,Kruskal,8x8,2804,,,,,,,,,,,,
10/12/2025 18:53:37,DFS,8x8,5608,,,,,,,,,,,,
10/12/2025 18:53:42,Aldous-Broder,8x8,4500,,,,,,,,,,,,
10/12/2025 18:53:47,Wilson,8x8,4010,,,,,,,,,,,,
10/12/2025 18:53:54,Hunt & Kill,8x8,7209,,,,,,,,,,,,
10/12/2025 18:53:58,Prim,8x8,2635,,,,,,,,,,,,
10/12/2025 18:54:02,Prim,8x8,3447,,,,,,,,,,,,
10/12/2025 18:54:09,Hunt & Kill,8x8,6691,,,,,,,,,,,,
10/12/2025 18:54:17,Aldous-Broder,8x8,7420,,,,,,,,,,,,
10/12/2025 18:54:23,DFS,8x8,5329,,,,,,,,,,,,
10/12/2025 18:54:29,Kruskal,8x8,4873,,,,,,,,,,,,
10/12/2025 18:54:36,Wilson,8x8,5135,,,,,,,,,,,,
10/12/2025 18:54:42,DFS,8x8,6241,,,,,,,,,,,,
10/12/2025 18:54:46,Kruskal,8x8,3067,,,,,,,,,,,,
10/12/2025 18:54:50,Aldous-Broder,8x8,3119,,,,,,,,,,,,
10/12/2025 18:54:54,Wilson,8x8,3663,,,,,,,,,,,,
10/12/2025 18:55:03,Hunt & Kill,8x8,8712,,,,,,,,,,,,
10/12/2025 18:56:05,Prim,8x8,3869,,,,,,,,,,,,
10/12/2025 18:56:11,Aldous-Broder,8x8,4629,,,,,,,,,,,,
10/12/2025 18:56:18,DFS,8x8,5214,,,,,,,,,,,,
10/13/2025 7:31:44,DFS,8x8,13157,,,,,,,,,,,,
10/13/2025 7:31:50,Wilson,8x8,5600,,,,,,,,,,,,
10/13/2025 7:31:58,Kruskal,8x8,6364,,,,,,,,,,,,
10/13/2025 7:32:04,Prim,8x8,4989,,,,,,,,,,,,
10/13/2025 7:32:11,Aldous-Broder,8x8,6031,,,,,,,,,,,,
10/13/2025 7:32:20,Hunt & Kill,8x8,8393,,,,,,,,,,,,
10/13/2025 7:32:27,Kruskal,8x8,6337,,,,,,,,,,,,
10/13/2025 7:32:33,Prim,8x8,4857,,,,,,,,,,,,
10/13/2025 7:32:39,Aldous-Broder,8x8,4274,,,,,,,,,,,,
10/13/2025 7:32:54,DFS,8x8,13843,,,,,,,,,,,,
10/13/2025 12:42:52,DFS,8x8,13535,,,,,,,,,,,,
10/13/2025 12:42:58,Aldous-Broder,8x8,5539,,,,,,,,,,,,
10/13/2025 12:43:48,Prim,8x8,8963,,,,,,,,,,,,
10/13/2025 12:43:58,Hunt & Kill,8x8,7005,,,,,,,,,,,,
10/13/2025 12:44:08,Aldous-Broder,8x8,7214,,,,,,,,,,,,
10/13/2025 12:44:26,Wilson,8x8,9430,,,,,,,,,,,,
10/13/2025 12:44:33,DFS,8x8,6350,,,,,,,,,,,,
10/13/2025 12:44:39,Kruskal,8x8,3869,,,,,,,,,,,,
10/13/2025 12:44:47,Kruskal,8x8,4429,,,,,,,,,,,,
10/13/2025 12:44:53,Aldous-Broder,8x8,4920,,,,,,,,,,,,
10/13/2025 12:44:59,Hunt & Kill,8x8,4998,,,,,,,,,,,,
10/13/2025 12:45:07,DFS,8x8,6762,,,,,,,,,,,,
10/13/2025 12:45:14,Wilson,8x8,4534,,,,,,,,,,,,
10/13/2025 12:45:19,Prim,8x8,5813,,,,,,,,,,,,
10/13/2025 12:45:26,Aldous-Broder,8x8,5473,,,,,,,,,,,,
10/13/2025 12:45:34,DFS,8x8,6736,,,,,,,,,,,,
10/13/2025 14:55:15,DFS,8x8,6595,,,,,,,,,,,,
10/13/2025 14:56:47,Hunt & Kill,8x8,22392,,,,,,,,,,,,
10/13/2025 14:57:03,Aldous-Broder,8x8,15040,,,,,,,,,,,,
10/13/2025 16:18:57,Wilson,8x8,4227,,,,,,,,,,,,
10/13/2025 16:19:00,Kruskal,8x8,3718,,,,,,,,,,,,
10/13/2025 16:19:09,Hunt & Kill,8x8,9222,,,,,,,,,,,,
10/13/2025 16:19:14,DFS,8x8,4873,,,,,,,,,,,,
10/13/2025 16:19:25,Prim,8x8,4655,,,,,,,,,,,,
10/13/2025 16:19:32,Aldous-Broder,8x8,4305,,,,,,,,,,,,
10/13/2025 16:19:45,DFS,8x8,10670,,,,,,,,,,,,
10/13/2025 16:19:48,Prim,8x8,3071,,,,,,,,,,,,
10/13/2025 17:41:37,Prim,8x8,3490,,,,,,,,,,,,
10/13/2025 17:41:39,Wilson,8x8,7462,,,,,,,,,,,,
10/13/2025 17:41:43,DFS,8x8,5820,,,,,,,,,,,,
10/13/2025 17:41:45,Kruskal,8x8,4069,,,,,,,,,,,,
10/13/2025 17:41:46,Hunt & Kill,8x8,2815,,,,,,,,,,,,
10/13/2025 17:41:48,Prim,8x8,2579,,,,,,,,,,,,
10/13/2025 17:41:49,Aldous-Broder,8x8,5756,,,,,,,,,,,,
10/13/2025 17:41:49,Aldous-Broder,8x8,8340,,,,,,,,,,,,
10/13/2025 17:41:50,Kruskal,8x8,3182,,,,,,,,,,,,
10/13/2025 17:41:51,Wilson,8x8,9543,,,,,,,,,,,,
10/13/2025 17:41:53,Wilson,8x8,2879,,,,,,,,,,,,
10/13/2025 17:41:54,Wilson,8x8,11582,,,,,,,,,,,,
10/13/2025 17:41:57,Kruskal,8x8,7473,,,,,,,,,,,,
10/13/2025 17:41:59,Prim,8x8,6667,,,,,,,,,,,,
10/13/2025 17:41:59,Hunt & Kill,8x8,10305,,,,,,,,,,,,
10/13/2025 17:41:59,Hunt & Kill,8x8,13587,,,,,,,,,,,,
10/13/2025 17:42:00,Aldous-Broder,8x8,4099,,,,,,,,,,,,
10/13/2025 17:42:00,DFS,8x8,11285,,,,,,,,,,,,
10/13/2025 17:42:01,DFS,8x8,5302,,,,,,,,,,,,
10/13/2025 17:42:01,Kruskal,8x8,7480,,,,,,,,,,,,
10/13/2025 17:42:01,Hunt & Kill,8x8,17892,,,,,,,,,,,,
10/13/2025 17:42:02,Aldous-Broder,8x8,8405,,,,,,,,,,,,
10/13/2025 17:42:04,Hunt & Kill,8x8,5802,,,,,,,,,,,,
10/13/2025 17:42:06,Wilson,8x8,5825,,,,,,,,,,,,
10/13/2025 17:42:07,Aldous-Broder,8x8,10751,,,,,,,,,,,,
10/13/2025 17:42:07,Wilson,8x8,5976,,,,,,,,,,,,
10/13/2025 17:42:07,Wilson,8x8,3952,,,,,,,,,,,,
10/13/2025 17:42:11,Aldous-Broder,8x8,10580,,,,,,,,,,,,
10/13/2025 17:42:11,Wilson,8x8,6383,,,,,,,,,,,,
10/13/2025 17:42:12,Kruskal,8x8,23310,,,,,,,,,,,,
10/13/2025 17:42:13,Hunt & Kill,8x8,8807,,,,,,,,,,,,
10/13/2025 17:42:13,Prim,8x8,4580,,,,,,,,,,,,
10/13/2025 17:42:14,Prim,8x8,4906,,,,,,,,,,,,
10/13/2025 17:42:14,Wilson,8x8,10128,,,,,,,,,,,,
10/13/2025 17:42:14,DFS,8x8,12151,,,,,,,,,,,,
10/13/2025 17:42:14,DFS,8x8,6718,,,,,,,,,,,,
10/13/2025 17:42:15,DFS,8x8,9472,,,,,,,,,,,,
10/13/2025 17:42:15,Kruskal,8x8,8665,,,,,,,,,,,,
10/13/2025 17:42:17,DFS,8x8,5065,,,,,,,,,,,,
10/13/2025 17:42:18,Aldous-Broder,8x8,3861,,,,,,,,,,,,
10/13/2025 17:42:19,Kruskal,8x8,3366,,,,,,,,,,,,
10/13/2025 17:42:20,Aldous-Broder,8x8,6169,,,,,,,,,,,,
10/13/2025 17:42:20,Wilson,8x8,7997,,,,,,,,,,,,
10/13/2025 17:42:21,Prim,8x8,7086,,,,,,,,,,,,
10/13/2025 17:42:26,Prim,8x8,5897,,,,,,,,,,,,
10/13/2025 17:42:28,DFS,8x8,7229,,,,,,,,,,,,
10/13/2025 17:42:28,Aldous-Broder,8x8,8210,,,,,,,,,,,,
10/13/2025 17:42:28,Aldous-Broder,8x8,14813,,,,,,,,,,,,
10/13/2025 17:42:28,DFS,8x8,9248,,,,,,,,,,,,
10/13/2025 17:42:28,DFS,8x8,5662,,,,,,,,,,,,
10/13/2025 17:42:30,DFS,8x8,21542,,,,,,,,,,,,
10/13/2025 17:42:30,Prim,8x8,3999,,,,,,,,,,,,
10/13/2025 17:42:30,Hunt & Kill,8x8,12445,,,,,,,,,,,,
10/13/2025 17:42:31,Prim,8x8,3743,,,,,,,,,,,,
10/13/2025 17:42:34,Hunt & Kill,8x8,8304,,,,,,,,,,,,
10/13/2025 17:42:34,Wilson,8x8,6212,,,,,,,,,,,,
10/13/2025 17:42:35,Aldous-Broder,8x8,3749,,,,,,,,,,,,
10/13/2025 17:42:36,Kruskal,8x8,2463,,,,,,,,,,,,
10/13/2025 17:42:36,Hunt & Kill,8x8,3796,,,,,,,,,,,,
10/13/2025 17:42:36,Aldous-Broder,8x8,4603,,,,,,,,,,,,
10/13/2025 17:42:36,Prim,8x8,3113,,,,,,,,,,,,
10/13/2025 17:42:36,Wilson,8x8,4986,,,,,,,,,,,,
10/13/2025 17:42:37,Aldous-Broder,8x8,4572,,,,,,,,,,,,
10/13/2025 17:42:38,Aldous-Broder,8x8,8531,,,,,,,,,,,,
10/13/2025 17:42:38,DFS,8x8,9198,,,,,,,,,,,,
10/13/2025 17:42:39,Hunt & Kill,8x8,8440,,,,,,,,,,,,
10/13/2025 17:42:39,DFS,8x8,8764,,,,,,,,,,,,
10/13/2025 17:42:39,Hunt & Kill,8x8,15526,,,,,,,,,,,,
10/13/2025 17:42:42,Kruskal,8x8,3617,,,,,,,,,,,,
10/13/2025 17:42:42,Wilson,8x8,5267,,,,,,,,,,,,
10/13/2025 17:42:42,Prim,8x8,6966,,,,,,,,,,,,
10/13/2025 17:42:43,DFS,8x8,13779,,,,,,,,,,,,
10/13/2025 17:42:43,Prim,8x8,5229,,,,,,,,,,,,
10/13/2025 17:42:43,Prim,8x8,4632,,,,,,,,,,,,
10/13/2025 17:42:44,Prim,8x8,9300,,,,,,,,,,,,
10/13/2025 17:42:44,Kruskal,8x8,6172,,,,,,,,,,,,
10/13/2025 17:42:47,Hunt & Kill,8x8,4136,,,,,,,,,,,,
10/13/2025 17:42:47,Aldous-Broder,8x8,7330,,,,,,,,,,,,
10/13/2025 17:42:47,Wilson,8x8,3598,,,,,,,,,,,,
10/13/2025 17:42:48,Hunt & Kill,8x8,15594,,,,,,,,,,,,
10/13/2025 17:42:48,Wilson,8x8,4048,,,,,,,,,,,,
10/13/2025 17:42:48,Prim,8x8,3084,,,,,,,,,,,,
10/13/2025 17:42:49,Kruskal,8x8,5260,,,,,,,,,,,,
10/13/2025 17:42:50,Hunt & Kill,8x8,11098,,,,,,,,,,,,
10/13/2025 17:42:51,Kruskal,8x8,12296,,,,,,,,,,,,
10/13/2025 17:42:51,Aldous-Broder,8x8,7152,,,,,,,,,,,,
10/13/2025 17:42:52,Kruskal,8x8,4429,,,,,,,,,,,,
10/13/2025 17:42:52,Kruskal,8x8,8931,,,,,,,,,,,,
10/13/2025 17:42:54,Kruskal,8x8,5148,,,,,,,,,,,,
10/13/2025 17:42:55,DFS,8x8,10822,,,,,,,,,,,,
10/13/2025 17:42:56,Wilson,8x8,4884,,,,,,,,,,,,
10/13/2025 17:42:56,DFS,8x8,5746,,,,,,,,,,,,
10/13/2025 17:42:57,DFS,8x8,16962,,,,,,,,,,,,
10/13/2025 17:42:57,Wilson,8x8,4055,,,,,,,,,,,,
10/13/2025 17:42:57,Prim,8x8,3797,,,,,,,,,,,,
10/13/2025 17:42:58,Prim,8x8,3535,,,,,,,,,,,,
10/13/2025 17:42:58,DFS,8x8,3767,,,,,,,,,,,,
10/13/2025 17:42:58,Prim,8x8,5478,,,,,,,,,,,,
10/13/2025 17:43:00,Hunt & Kill,8x8,7580,,,,,,,,,,,,
10/13/2025 17:43:02,Prim,8x8,3855,,,,,,,,,,,,
10/13/2025 17:43:03,Kruskal,8x8,7250,,,,,,,,,,,,
10/13/2025 17:43:04,Wilson,8x8,5594,,,,,,,,,,,,
10/13/2025 17:43:04,Hunt & Kill,8x8,4172,,,,,,,,,,,,
10/13/2025 17:43:04,Kruskal,8x8,10887,,,,,,,,,,,,
10/13/2025 17:43:04,Prim,8x8,8182,,,,,,,,,,,,
10/13/2025 17:43:06,Wilson,8x8,7777,,,,,,,,,,,,
10/13/2025 17:43:07,DFS,8x8,5774,,,,,,,,,,,,
10/13/2025 17:43:07,DFS,8x8,4751,,,,,,,,,,,,
10/13/2025 17:43:10,Kruskal,8x8,12336,,,,,,,,,,,,
10/13/2025 17:43:10,Aldous-Broder,8x8,7116,,,,,,,,,,,,
10/13/2025 17:43:10,Hunt & Kill,8x8,8164,,,,,,,,,,,,
10/13/2025 17:43:11,Aldous-Broder,8x8,3527,,,,,,,,,,,,
10/13/2025 17:43:11,Hunt & Kill,8x8,6745,,,,,,,,,,,,
10/13/2025 17:43:12,Prim,8x8,3995,,,,,,,,,,,,
10/13/2025 17:43:14,Prim,8x8,3281,,,,,,,,,,,,
10/13/2025 17:43:16,DFS,8x8,11678,,,,,,,,,,,,
10/13/2025 17:43:15,Hunt & Kill,8x8,3568,,,,,,,,,,,,
10/13/2025 17:43:16,Hunt & Kill,8x8,5262,,,,,,,,,,,,
10/13/2025 17:43:16,Aldous-Broder,8x8,9424,,,,,,,,,,,,
10/13/2025 17:43:18,Wilson,8x8,5804,,,,,,,,,,,,
10/13/2025 17:43:18,DFS,8x8,10868,,,,,,,,,,,,
10/13/2025 17:43:18,Prim,8x8,2984,,,,,,,,,,,,
10/13/2025 17:43:18,Aldous-Broder,8x8,6278,,,,,,,,,,,,
10/13/2025 17:43:20,Kruskal,8x8,15926,,,,,,,,,,,,
10/13/2025 17:43:20,Prim,8x8,6408,,,,,,,,,,,,
10/13/2025 17:43:21,Hunt & Kill,8x8,12474,,,,,,,,,,,,
10/13/2025 17:43:24,Wilson,8x8,6575,,,,,,,,,,,,
10/13/2025 17:43:24,Aldous-Broder,8x8,6782,,,,,,,,,,,,
10/13/2025 17:43:24,Wilson,8x8,7343,,,,,,,,,,,,
10/13/2025 17:43:24,Aldous-Broder,8x8,2742,,,,,,,,,,,,
10/13/2025 17:43:25,Prim,8x8,5206,,,,,,,,,,,,
10/13/2025 17:43:26,DFS,8x8,8563,,,,,,,,,,,,
10/13/2025 17:43:25,Prim,8x8,5562,,,,,,,,,,,,
10/13/2025 17:43:29,Kruskal,8x8,5639,,,,,,,,,,,,
10/13/2025 17:43:30,Hunt & Kill,8x8,10055,,,,,,,,,,,,
10/13/2025 17:43:31,Kruskal,8x8,5954,,,,,,,,,,,,
10/13/2025 17:43:34,Kruskal,8x8,4999,,,,,,,,,,,,
10/13/2025 17:43:35,Kruskal,8x8,8747,,,,,,,,,,,,
10/13/2025 17:43:36,DFS,8x8,10363,,,,,,,,,,,,
10/13/2025 17:43:37,Hunt & Kill,8x8,9818,,,,,,,,,,,,
10/13/2025 17:43:37,Prim,8x8,6639,,,,,,,,,,,,
10/13/2025 17:43:38,Hunt & Kill,8x8,14933,,,,,,,,,,,,
10/13/2025 17:43:43,DFS,8x8,3907,,,,,,,,,,,,
10/13/2025 17:43:44,Kruskal,8x8,8918,,,,,,,,,,,,
10/13/2025 17:43:45,Prim,8x8,7701,,,,,,,,,,,,
